CnvRegion	CnvGene	ExpGene	Cor	Cor.pvalue	Z_value
PLEKHO1	PLEKHO1	PLEKHO1	0.277242530766377	8.98974985113717e-06	0.284692522492228
RIPK2	RIPK2	RIPK2	0.470633154589016	3.95625933590259e-15	0.510883321671404
GPATCH2	GPATCH2	GPATCH2	0.562442647003352	3.58102593287265e-22	0.636398942624733
GNAI1	GNAI1	GNAI1	0.525185719100806	4.69263419827348e-19	0.583473862322531
CEP164	CEP164	CEP164	0.615400660634831	2.42294534828724e-27	0.717568088267352
TSHZ3	TSHZ3	TSHZ3	0.190538539402505	0.00253420287458123	0.192895937383359
CNOT7	CNOT7	CNOT7	0.634427809032775	1.89701727129285e-29	0.74879214279621
ATP8B1	ATP8B1	ATP8B1	0.231297525141436	0.00023187015040092	0.235559897476749
SLFN5	SLFN5	SLFN5	0.270897395492005	1.46090554653457e-05	0.277832035757615
RPL22	RPL22	RPL22	0.432688414738315	8.77853551750893e-13	0.463199641336885
STC1	STC1	STC1	-0.0848233155331024	0.182151384785126	-0.0850276327375092
MICU1	MICU1	MICU1	0.428953375391265	1.44208497268246e-12	0.458613344665602
ANKRD37	ANKRD37	ANKRD37	0.216528218268335	0.000580702276370119	0.220010656370129
FTSJ3	FTSJ3	FTSJ3	0.638988505683355	5.63817651101687e-30	0.756462383837524
ASB8	ASB8	ASB8	0.443990399093522	1.88276703314195e-13	0.477190054342283
CCDC121	CCDC121	CCDC121	0.31632338378011	3.43466091927304e-07	0.327556395766344
WDR7	WDR7	WDR7	0.548185348477798	6.20851453639379e-21	0.615783374205732
C7orf60	C7orf60	C7orf60	0.547972601420156	6.47188096723534e-21	0.615479280164914
UHRF1	UHRF1	UHRF1	0.237328188051822	0.000156650264083102	0.241940918310838
PAIP2	PAIP2	PAIP2	0.462833339992947	1.26934387952747e-14	0.500911038863445
POLDIP3	POLDIP3	POLDIP3	0.596938372427351	1.975097814144e-25	0.688377042805115
BIN3	BIN3	BIN3	0.407680728156078	2.17467497621763e-11	0.432826477689292
VGLL4	VGLL4	VGLL4	0.274677654711208	1.09552196880181e-05	0.281916217779674
RSPO3	RSPO3	RSPO3	0.117821898486432	0.063408809746393	0.118371686284958
SIMC1	SIMC1	SIMC1	0.418824285980878	5.37561577748229e-12	0.446265347562905
PELP1	PELP1	PELP1	0.602714471628756	5.13995619282059e-26	0.697399389136245
HNRNPA0	HNRNPA0	HNRNPA0	0.417624321908816	6.26424167068642e-12	0.444811001157587
TTPAL	TTPAL	TTPAL	0.348256352718779	1.64742410141122e-08	0.363458070218393
HHLA3	HHLA3	HHLA3	0.592166109524741	5.88558412842861e-25	0.680995370399668
MTR	MTR	MTR	0.637273214405202	8.91987394484149e-30	0.75356878439273
PLAA	PLAA	PLAA	0.732451128958462	3.96093202240052e-43	0.933995138570575
CRTAP	CRTAP	CRTAP	0.478346460083233	1.21276522808847e-15	0.520837917285206
UBQLN4	UBQLN4	UBQLN4	0.713184719177663	5.48252896575966e-40	0.893635469260345
ASAP1	ASAP1	ASAP1	0.554371686281905	1.83092084472388e-21	0.624670727717833
C9orf3	C9orf3	C9orf3	0.243627242441502	0.000102875319221981	0.248626631920469
RAB40C	RAB40C	RAB40C	0.565864056123866	1.76895741410163e-22	0.641417671682566
FGD3	FGD3	FGD3	-0.0745914060730322	0.240898282828902	-0.0747302088952837
SSBP4	SSBP4	SSBP4	0.357967758429093	6.0991832420697e-09	0.374553021470172
LATS1	LATS1	LATS1	0.609237803296439	1.0870647113051e-26	0.707708374696928
MDM2	MDM2	MDM2	0.892314823499719	2.7172471979498e-87	1.43317209761516
ATRAID	ATRAID	ATRAID	0.531185769136894	1.56717002200055e-19	0.591795566494205
FAM64A	FAM64A	FAM64A	0.461746637087542	1.48970876604429e-14	0.499528971178846
DENND3	DENND3	DENND3	0.0828432768037863	0.192606212718758	0.08303357908624
FBXO38	FBXO38	FBXO38	0.558251010724278	8.40338901497345e-22	0.630288750559999
C19orf12	C19orf12	C19orf12	0.892410795168644	2.4489536969487e-87	1.43364326618895
POLG2	POLG2	POLG2	0.55148201694163	3.24902364837194e-21	0.620508558182334
ZNF304	ZNF304	ZNF304	0.450861674996453	7.17843045842971e-14	0.485781274822804
MINOS1	MINOS1	MINOS1	0.451151032087705	6.88949621037666e-14	0.486144518033125
ZNF500	ZNF500	ZNF500	0.579833113247032	9.11067168666461e-24	0.662211257074142
ATP13A2	ATP13A2	ATP13A2	0.240764240441686	0.000124714350550298	0.245585221934699
SND1	SND1	SND1	0.450752755506267	7.29022960223433e-14	0.485644574018027
TRPV2	TRPV2	TRPV2	0.511704745288272	5.10278465735989e-18	0.565036505173774
SCAF11	SCAF11	SCAF11	0.885173718857779	4.77131932951415e-84	1.39917743334285
PIP4K2B	PIP4K2B	PIP4K2B	0.462490054554425	1.33526573826757e-14	0.500474257896514
MED18	MED18	MED18	0.558865863364054	7.42065927008421e-22	0.631182415636804
TBC1D14	TBC1D14	TBC1D14	0.390736563990026	1.65289676959375e-10	0.412669021152239
LSP1	LSP1	LSP1	0.404990871984883	3.02394547180322e-11	0.429604669154499
DPM1	DPM1	DPM1	0.665424467897691	3.26021549868234e-33	0.802486322767166
LIG1	LIG1	LIG1	0.264332293997603	2.3840579664504e-05	0.270760450304771
PCMTD1	PCMTD1	PCMTD1	0.306563621726923	8.1213846226716e-07	0.316748142295085
ITM2B	ITM2B	ITM2B	0.538855563455019	3.73523410706295e-20	0.60254148661295
ANXA5	ANXA5	ANXA5	0.434673783484973	6.72596819472551e-13	0.465644917437945
PSMA3	PSMA3	PSMA3	0.54625716369829	9.03746679632129e-21	0.61303097947797
RAD54L2	RAD54L2	RAD54L2	0.583098172744298	4.46150102660261e-24	0.667144153508182
KPNA4	KPNA4	KPNA4	0.580201333070678	8.40922238762438e-24	0.662766156002781
EFR3A	EFR3A	EFR3A	0.472991231869854	2.76481583696132e-15	0.513916638828777
RPP30	RPP30	RPP30	0.571291095472936	5.68239222329639e-23	0.649437384906206
RARRES3	RARRES3	RARRES3	0.0410987946689485	0.518578826830381	0.0411219582900418
ARNT2	ARNT2	ARNT2	0.392549471431037	1.3377290812681e-10	0.414810380393001
TUBGCP4	TUBGCP4	TUBGCP4	0.646267490108305	7.78932513672673e-31	0.768862435739876
SIRT5	SIRT5	SIRT5	0.400345860906943	5.30672396926081e-11	0.424060737214642
GIMAP2	GIMAP2	GIMAP2	0.0377468121220351	0.553282267696159	0.0377647549576577
NDUFA12	NDUFA12	NDUFA12	0.874830137793338	1.03446328090826e-79	1.35330081431702
MAX	MAX	MAX	0.537859142332191	4.50949368861879e-20	0.60113841478589
RBM15	RBM15	RBM15	0.434051148763964	7.31325277999051e-13	0.464877491919413
PIGK	PIGK	PIGK	0.622311766333303	4.32510443989825e-28	0.728769175309235
PIP5K1C	PIP5K1C	PIP5K1C	0.675595425034329	1.50502957905085e-34	0.82096621686455
NEO1	NEO1	NEO1	0.351891693595848	1.14017444432055e-08	0.367601161604186
PNMAL1	PNMAL1	PNMAL1	0.236404941267844	0.000166452580276354	0.240962792965754
DUSP6	DUSP6	DUSP6	0.138324074214708	0.0290921837985601	0.139216552784606
COPE	COPE	COPE	0.394186284121681	1.10390970344061e-10	0.416746837959824
ADD3	ADD3	ADD3	0.412824922266377	1.14811093054122e-11	0.439011718091007
KIAA1217	KIAA1217	KIAA1217	0.375867493920515	8.93280328212089e-10	0.395238510260317
CNOT2	CNOT2	CNOT2	0.810333167592892	2.88864157240229e-59	1.12799857925263
LPCAT2	LPCAT2	LPCAT2	0.176895724721342	0.00511924606867192	0.178776307566406
FAM204A	FAM204A	FAM204A	0.578287557229007	1.27384812632599e-23	0.659886023593676
ELF2	ELF2	ELF2	0.406238590246764	2.59607846039639e-11	0.431098090363397
LIFR	LIFR	LIFR	0.257087386536224	4.03308853427704e-05	0.262987150697215
TOP3A	TOP3A	TOP3A	0.873416993381441	3.77665954844971e-79	1.34731051991596
LY96	LY96	LY96	-0.0545816393690722	0.391119176604232	-0.0546359388565604
IKZF4	IKZF4	IKZF4	0.477565929336527	1.36876704167386e-15	0.519826287589971
CCDC96	CCDC96	CCDC96	0.47988817482968	9.54068859865463e-16	0.522838984747845
YKT6	YKT6	YKT6	0.623715800573862	3.03164538262284e-28	0.731063899171833
ATP13A1	ATP13A1	ATP13A1	0.420008606415059	4.61950425539205e-12	0.447702473324448
GPS1	GPS1	GPS1	0.661913605463504	9.16652526211239e-33	0.796211761916428
SGSH	SGSH	SGSH	0.318151897325894	2.9131572914212e-07	0.32958952354357
NDUFAF2	NDUFAF2	NDUFAF2	0.389410271526462	1.92800549369593e-10	0.4111047064362
MLST8	MLST8	MLST8	0.493614258720001	1.06762327989546e-16	0.540827712661837
SLC25A36	SLC25A36	SLC25A36	0.372251116857991	1.32949773731268e-09	0.39103380121312
CLIC4	CLIC4	CLIC4	0.222213969425511	0.000410702582394418	0.225983880374853
USE1	USE1	USE1	0.378724890409667	6.50163850043073e-10	0.398570182052308
KAZN	KAZN	KAZN	0.236229653055935	0.000168377261472068	0.240777136613695
ZNF554	ZNF554	ZNF554	0.567034712326554	1.38707711512138e-22	0.64314141822431
LSM4	LSM4	LSM4	0.412518730419945	1.1929675488399e-11	0.438642679731376
KIAA0753	KIAA0753	KIAA0753	0.0241475011407379	0.704554832567105	0.0241521962673744
TMED5	TMED5	TMED5	0.354823004512122	8.44518102272455e-09	0.370950705022273
CDC14B	CDC14B	CDC14B	0.270533177725259	1.50164628083738e-05	0.277439014746086
ADAMTS12	ADAMTS12	ADAMTS12	0.159647249992519	0.0116452361823996	0.161024699424019
FAM217B	FAM217B	FAM217B	0.35903691124109	5.45592362017038e-09	0.375779851474284
HENMT1	HENMT1	HENMT1	0.351819296217655	1.14861423498052e-08	0.36751853484385
H2AFV	H2AFV	H2AFV	0.435880891889672	5.71556951908346e-13	0.46713419400353
KANSL1L	KANSL1L	KANSL1L	0.398488260152936	6.62905866704661e-11	0.421850532582762
SYNCRIP	SYNCRIP	SYNCRIP	0.604395294947479	3.45617197794718e-26	0.700043354080609
FNTA	FNTA	FNTA	0.721178476896383	2.93637386810457e-41	0.910096310595531
NTPCR	NTPCR	NTPCR	0.581306021910257	6.6085320924213e-24	0.664433045100568
PTPN2	PTPN2	PTPN2	0.515214608034049	2.76940953719834e-18	0.569803030580805
TLR2	TLR2	TLR2	-0.0182940036838386	0.773923949154879	-0.01829604491529
FBXO46	FBXO46	FBXO46	0.453115392069648	5.20734231963529e-14	0.488613625550162
KIAA1551	KIAA1551	KIAA1551	0.237821050930672	0.00015164114799871	0.242463263238398
LRP5	LRP5	LRP5	0.0788856109484412	0.214803640540597	0.0790498581105505
ELOVL4	ELOVL4	ELOVL4	0.317602788802197	3.06119963495188e-07	0.328978693012594
SLC1A3	SLC1A3	SLC1A3	0.135228763342189	0.032929331755265	0.136062228774401
PVRL1	PVRL1	PVRL1	0.433467574824224	7.90893845149737e-13	0.464158674459513
ARFGEF1	ARFGEF1	ARFGEF1	0.596084285380071	2.40456512806798e-25	0.687051178993385
TRMT12	TRMT12	TRMT12	0.772752211988028	1.1263773346569e-50	1.02712377033297
PPARG	PPARG	PPARG	0.279946199552494	7.28270789309924e-06	0.287623696184225
RIOK1	RIOK1	RIOK1	0.620753032758681	6.40332125326233e-28	0.726229266895278
GCC1	GCC1	GCC1	0.747297679412004	9.6569974150629e-46	0.966806746359535
TERF2IP	TERF2IP	TERF2IP	0.62670348331823	1.4147567993095e-28	0.735968894191608
RABGGTB	RABGGTB	RABGGTB	0.640368020774431	3.89043731873682e-30	0.758797334959123
DAAM2	DAAM2	DAAM2	0.369786408437807	1.73850153390412e-09	0.388175652132793
TMC8	TMC8	TMC8	-0.0834782410372752	0.189206845671455	-0.0836729651515819
CSNK1A1	CSNK1A1	CSNK1A1	0.50323943833965	2.16532521090463e-17	0.553634770642179
FADS2	FADS2	FADS2	0.25901461653128	3.5119808342733e-05	0.265051871962199
FAM229B	FAM229B	FAM229B	0.741080751888153	1.2612404578976e-44	0.952872545717012
PITPNM1	PITPNM1	PITPNM1	0.187030899696012	0.0030501841306461	0.189258662104434
CTSC	CTSC	CTSC	0.0190496795134437	0.764853452842129	0.0190519843298733
SERTAD4	SERTAD4	SERTAD4	0.289083841768985	3.51589769597522e-06	0.297566271463887
TTC28	TTC28	TTC28	0.362879975202391	3.64250187913565e-09	0.380198654371301
SPTLC2	SPTLC2	SPTLC2	0.438246237951825	4.14683465264708e-13	0.47005807598485
SPTLC3	SPTLC3	SPTLC3	0.21168683081672	0.000774551840083453	0.214936654548844
CD276	CD276	CD276	0.185900618508438	0.00323570128937965	0.188087665843972
BBS10	BBS10	BBS10	0.721057358235731	3.07186855990251e-41	0.90984397423954
DICER1	DICER1	DICER1	0.706082557320578	6.79824399426014e-39	0.879328099260965
HTATIP2	HTATIP2	HTATIP2	0.393516004319068	1.19441612776042e-10	0.415953495897439
CBLN3	CBLN3	CBLN3	0.218168070579405	0.000525967850386435	0.221731817150218
DACT1	DACT1	DACT1	0.154879432503566	0.0144275223604771	0.156135964728876
ZSWIM4	ZSWIM4	ZSWIM4	0.309039056894067	6.54787780018898e-07	0.319482651385974
LIN52	LIN52	LIN52	0.644283392537776	1.34317096990504e-30	0.765462786632601
BTBD3	BTBD3	BTBD3	0.284351812742613	5.14280811052134e-06	0.292410378278579
TNFRSF19	TNFRSF19	TNFRSF19	0.109842706109944	0.0836650854021182	0.110287698119737
UPF2	UPF2	UPF2	0.516257260973007	2.30647505212335e-18	0.571223507274549
TRAPPC8	TRAPPC8	TRAPPC8	0.723068899506335	1.44770485855183e-41	0.914046741633211
NFIC	NFIC	NFIC	0.581969468945943	5.715618867708e-24	0.665435689230997
SYTL3	SYTL3	SYTL3	0.0202878030147356	0.750061638028755	0.0202905871547611
SCFD2	SCFD2	SCFD2	0.692669941988788	6.46626652770329e-37	0.853070065500219
SMG9	SMG9	SMG9	0.599347407914829	1.13030402942244e-25	0.692128128535105
RSPRY1	RSPRY1	RSPRY1	0.44688617182192	1.25736565223144e-13	0.480802620338162
ARPC4	ARPC4	ARPC4	0.247972376127253	7.64707615846914e-05	0.25325117851124
PARPBP	PARPBP	PARPBP	0.694172291736855	3.93077358425672e-37	0.855963839297669
NUDT4	NUDT4	NUDT4	0.868521486037949	2.98116687429175e-77	1.32702965079941
HIBADH	HIBADH	HIBADH	0.560267022753575	5.58390469008091e-22	0.633222290614985
TCAIM	TCAIM	TCAIM	0.504556549097979	1.73379609433598e-17	0.555400130034548
ARHGAP18	ARHGAP18	ARHGAP18	0.258221033562973	3.71835373046865e-05	0.264201407145527
STAC3	STAC3	STAC3	0.0164094515441713	0.796676086911905	0.0164109246403944
NDST1	NDST1	NDST1	0.243158251818929	0.000106188038343496	0.248128108759782
EID2B	EID2B	EID2B	0.507145741357748	1.11693784545213e-17	0.558879697310698
RNF219	RNF219	RNF219	0.683902442654573	1.11236215119979e-35	0.836409184745616
SPINT2	SPINT2	SPINT2	-0.00205439862892712	0.974268870790864	-0.00205440151916773
CCT5	CCT5	CCT5	0.652257703251918	1.46662176472817e-31	0.779218128878157
DSTYK	DSTYK	DSTYK	0.596376023527774	2.24842279706705e-25	0.687503830368439
GNS	GNS	GNS	0.726238388259835	4.36494376132925e-42	0.920721140292418
CANX	CANX	CANX	0.608390312292864	1.33288437447264e-26	0.706361751338584
TOP2A	TOP2A	TOP2A	0.234246354372971	0.000191653183066861	0.238677658428281
CASC4	CASC4	CASC4	0.415399092743273	8.30578914768315e-12	0.442118705024279
STT3A	STT3A	STT3A	0.515296347976615	2.73004216275986e-18	0.569914315305659
TMEM100	TMEM100	TMEM100	0.243987018657137	0.00010040001468295	0.249009145480525
SNX30	SNX30	SNX30	0.378168806509211	6.91795071202259e-10	0.397921141181197
BRIP1	BRIP1	BRIP1	0.174157257349129	0.00586176097958863	0.175950785131846
RNF144B	RNF144B	RNF144B	0.0459776963742286	0.470142458872289	0.0460101356909483
C10orf25	C10orf25	C10orf25	0.309919391599346	6.06222861734691e-07	0.320456233317341
WDR62	WDR62	WDR62	0.551901464935406	2.99052203680333e-21	0.621111528534125
C11orf80	C11orf80	C11orf80	0.181034690462692	0.00415662507666634	0.183052231855713
MSRA	MSRA	MSRA	0.410259737362012	1.58091377145235e-11	0.435923485075317
SNRPGP2	SNRPGP2	SNRPGP2	0.0434912300516219	0.494511940405686	0.0435186822470579
CBFA2T2	CBFA2T2	CBFA2T2	0.399058582486684	6.19226591461772e-11	0.422528696783866
SCAP	SCAP	SCAP	0.539425024349483	3.35305794061176e-20	0.603344304431576
TMEM165	TMEM165	TMEM165	0.701909830119746	2.88198411365353e-38	0.871055152362399
FAM161B	FAM161B	FAM161B	0.434666652892389	6.73242597446445e-13	0.465636125761932
MASTL	MASTL	MASTL	0.520626515512867	1.0643403538889e-18	0.577198849746915
EGLN3	EGLN3	EGLN3	0.228740890780712	0.000272975267652279	0.232860435949757
CEBPG	CEBPG	CEBPG	0.703084219818557	1.92419795157073e-38	0.873373801530647
CD93	CD93	CD93	-0.0576422783363402	0.365064794013089	-0.0577062472763622
SRPRB	SRPRB	SRPRB	0.116293779740981	0.0669406470188563	0.11682233720711
FAM134A	FAM134A	FAM134A	0.708262209399623	3.16463776379164e-39	0.883688229750273
ZC3H14	ZC3H14	ZC3H14	0.59029293287694	8.99039469404986e-25	0.678115539423913
CNN3	CNN3	CNN3	0.463070931878188	1.22559343518693e-14	0.501213443536494
CSF2RB	CSF2RB	CSF2RB	0.00874533715208671	0.890787864227095	0.00874556011280076
TNPO3	TNPO3	TNPO3	0.729656874446537	1.17520239597577e-42	0.927993170898082
NCOA2	NCOA2	NCOA2	0.528409492627011	2.61023472620215e-19	0.587935943237594
CRIP2	CRIP2	CRIP2	0.130175164680144	0.0401176666832098	0.130918030009966
NUFIP2	NUFIP2	NUFIP2	0.56164214091512	4.21851729802021e-22	0.635228797180397
KLHDC4	KLHDC4	KLHDC4	0.458165972183409	2.51442350546495e-14	0.494987504401493
SPAG9	SPAG9	SPAG9	0.478294245532609	1.22263408163092e-15	0.520770212541976
CYB561D1	CYB561D1	CYB561D1	0.40338197452556	3.6779367610259e-11	0.427681606648665
OGFOD1	OGFOD1	OGFOD1	0.716126620213739	1.88911895500866e-40	0.899648386204835
NCS1	NCS1	NCS1	0.251910505682703	5.81731255026705e-05	0.257451726197109
SH3D19	SH3D19	SH3D19	0.408041200215017	2.0802194888437e-11	0.43325888015093
C19orf57	C19orf57	C19orf57	0.440493430242353	3.05020959556897e-13	0.472842861944425
CACNA2D1	CACNA2D1	CACNA2D1	0.499256856391875	4.21569178985149e-17	0.548315776522939
C5	C5	C5	0.324306903915758	1.65997259566238e-07	0.336452768548763
KDM3B	KDM3B	KDM3B	0.4782859927092	1.22420109149947e-15	0.520759511801874
SUMO1	SUMO1	SUMO1	0.537013278623386	5.28888471970807e-20	0.599949004335503
LRP6	LRP6	LRP6	0.614302660650174	3.17351773427551e-27	0.715802693192473
SIGLEC1	SIGLEC1	SIGLEC1	-0.0912507627145969	0.151097860164237	-0.0915053082718073
ERBB2IP	ERBB2IP	ERBB2IP	0.43560544426926	5.93220287681923e-13	0.466794188891403
TPCN1	TPCN1	TPCN1	0.72562037856723	5.52180949788487e-42	0.919414638690693
STXBP3	STXBP3	STXBP3	0.515066806666574	2.84201234273582e-18	0.569601839017728
KPNA5	KPNA5	KPNA5	0.615003380688996	2.67178294082945e-27	0.716928887860797
GTF3C3	GTF3C3	GTF3C3	0.492437011005997	1.29323770584082e-16	0.539272410618291
MTHFD1	MTHFD1	MTHFD1	0.534663421806713	8.21653923884856e-20	0.596652699486181
FGD5	FGD5	FGD5	0.364273771274229	3.1418462704359e-09	0.381804758826585
FAM149B1	FAM149B1	FAM149B1	0.814488635935586	2.47340754783355e-60	1.14022141087092
LMNA	LMNA	LMNA	0.42162174838063	3.75414086965825e-12	0.449662753021866
SH2B3	SH2B3	SH2B3	0.401150725371754	4.8169715227987e-11	0.425019593283007
UQCRB	UQCRB	UQCRB	0.406430432747974	2.53574870418433e-11	0.431327871510699
ILF3	ILF3	ILF3	0.464097570264756	1.05290462845919e-14	0.502521114115822
NEGR1	NEGR1	NEGR1	-0.0322067416346499	0.61300557841324	-0.0322178843110723
CDH11	CDH11	CDH11	0.361663616201202	4.14179497608835e-09	0.378798543323639
PUM1	PUM1	PUM1	0.248083009774125	7.58900900377163e-05	0.253369064220245
KRT10	KRT10	KRT10	0.24558397651636	9.00721701641522e-05	0.250707892619146
HSCB	HSCB	HSCB	0.434095129529442	7.2701768731755e-13	0.464931683419776
KDM1B	KDM1B	KDM1B	0.466583614625832	7.2736512709879e-15	0.505694286615302
PRKAG2	PRKAG2	PRKAG2	0.20443717375022	0.00117837943154394	0.207358919683729
CNTFR	CNTFR	CNTFR	0.0131794589071427	0.836063820707767	0.0131802220691669
TTLL1	TTLL1	TTLL1	0.605130481033994	2.90323716963468e-26	0.701202475128085
FRZB	FRZB	FRZB	0.163917714923458	0.00956662235452684	0.165409949389988
ZP3	ZP3	ZP3	0.136817988028813	0.0309085961156875	0.137681412546518
TNPO1	TNPO1	TNPO1	0.276635807703259	9.42190665710485e-06	0.284035401292427
TMEM184C	TMEM184C	TMEM184C	0.469188258509944	4.92095351379367e-15	0.509028949788564
MPRIP	MPRIP	MPRIP	0.64577724966005	8.91519827528733e-31	0.768021045154951
SPRYD4	SPRYD4	SPRYD4	0.735166354019583	1.35865449351094e-43	0.939878345606592
STX18	STX18	STX18	0.673091820628368	3.24544165747701e-34	0.816374624430768
EEF1A1P9	EEF1A1P9	EEF1A1P9	-0.0969207405076146	0.12718899572272	-0.0972259417215551
OSBPL3	OSBPL3	OSBPL3	0.616553994941085	1.8228208707993e-27	0.719426591620918
COX16	COX16	COX16	0.482333174993324	6.50512420863441e-16	0.526020377335721
ELF1	ELF1	ELF1	0.425698056118729	2.21169357457863e-12	0.454630772026669
MAP1LC3B	MAP1LC3B	MAP1LC3B	0.552032379461844	2.91406201665561e-21	0.621299804681169
ZFP1	ZFP1	ZFP1	0.427649071767706	1.71256719368415e-12	0.457016025241075
SPAG16	SPAG16	SPAG16	0.548133196716194	6.27208329993623e-21	0.615708820717069
TMTC4	TMTC4	TMTC4	0.434353636979233	7.02194644796185e-13	0.465250258455645
GPR176	GPR176	GPR176	0.312189454987457	4.96395575562181e-07	0.322969465677899
CLU	CLU	CLU	0.21168318704466	0.000774717938847717	0.214932839837497
CASP1	CASP1	CASP1	0.0540022332051738	0.396174906220693	0.0540548197612303
ALKBH2	ALKBH2	ALKBH2	0.352820503291062	1.03707141646228e-08	0.368661634203689
CBX1	CBX1	CBX1	0.561382118164916	4.44867197390422e-22	0.634849037886555
EIF2B3	EIF2B3	EIF2B3	0.551817813351268	3.04040747646151e-21	0.620991244586432
NXPH4	NXPH4	NXPH4	0.111814888856224	0.0782286406727151	0.112284407167254
PLEKHF2	PLEKHF2	PLEKHF2	0.362761085493575	3.68861238695197e-09	0.380061741643645
DDO	DDO	DDO	0.107800478078988	0.0896109415397804	0.108220995152433
AIFM2	AIFM2	AIFM2	0.351708350391984	1.16166503945517e-08	0.36739192225657
ACVR1B	ACVR1B	ACVR1B	0.753087567049792	8.23733100294623e-47	0.980050042526702
NF1	NF1	NF1	0.538721787237999	3.83104381486892e-20	0.602352991554603
MAN2B1	MAN2B1	MAN2B1	0.193929503386606	0.00211213869406234	0.196417023178503
AP1G1	AP1G1	AP1G1	0.587902879573304	1.53747658490584e-24	0.674455215108572
BMP2	BMP2	BMP2	0.296001683958361	1.99140473107085e-06	0.305131606046545
NFIA	NFIA	NFIA	0.14538177742663	0.0217475904680498	0.146419222285136
APH1B	APH1B	APH1B	0.256644191889872	4.16283279773014e-05	0.262512648360767
DCBLD2	DCBLD2	DCBLD2	0.208205826427161	0.00094909697003346	0.211295136954542
ELP2	ELP2	ELP2	0.71056311862295	1.40099866675214e-39	0.888320328756079
STON2	STON2	STON2	0.210553755332996	0.0008278156726748	0.213750719689095
ADAR	ADAR	ADAR	0.661639987259131	9.92979163675837e-33	0.795724941348195
MRPL22	MRPL22	MRPL22	0.545321617882268	1.08338900715249e-20	0.611698509028883
PDLIM7	PDLIM7	PDLIM7	0.349449707385942	1.46069966323905e-08	0.364816777714171
ZBTB48	ZBTB48	ZBTB48	0.456902671332697	3.02004638791015e-14	0.49338972843913
SERPINE2	SERPINE2	SERPINE2	0.121919296004183	0.0546879443654959	0.122528823699514
VDAC2	VDAC2	VDAC2	0.752755943338699	9.5020342330587e-47	0.979284360251363
LIMK1	LIMK1	LIMK1	0.354218945893015	8.98631495058162e-09	0.370259811309611
CLMP	CLMP	CLMP	0.236481681061151	0.000165616461148875	0.241044076977503
MPC2	MPC2	MPC2	0.791043730292001	1.2341605587141e-54	1.07421441211385
C7orf49	C7orf49	C7orf49	0.669359573609392	1.00633217428935e-33	0.809581941604561
FPR3	FPR3	FPR3	0.149705454925295	0.0180904368818382	0.150839124661626
FAM134C	FAM134C	FAM134C	0.415085175274643	8.6415471555222e-12	0.441739382467424
C1orf198	C1orf198	C1orf198	0.429617407614113	1.32086743961409e-12	0.459427394978503
LILRB1	LILRB1	LILRB1	0.155045492966095	0.0143215994300922	0.156306110975739
PCAT19	PCAT19	PCAT19	0.0801957908373779	0.20726094874815	0.0803683801165335
BCL2L13	BCL2L13	BCL2L13	0.592431548829476	5.54141067460135e-25	0.681404253074607
DPH7	DPH7	DPH7	0.437748941597579	4.43713150821117e-13	0.469442730581538
PBXIP1	PBXIP1	PBXIP1	0.220196138682042	0.000464888616962933	0.223862233001629
ARHGAP27	ARHGAP27	ARHGAP27	0.0211403885328499	0.73992831353524	0.0211435387037632
CCND2	CCND2	CCND2	0.412448704320762	1.20346349193644e-11	0.438558296417369
SETDB2	SETDB2	SETDB2	0.565970211067101	1.73044315817199e-22	0.641573842111789
CHMP5	CHMP5	CHMP5	0.657621279431955	3.18374319595378e-32	0.788610697507642
STK40	STK40	STK40	0.379717903884747	5.81785088298767e-10	0.399729985742588
KIAA0930	KIAA0930	KIAA0930	0.320800784170788	2.2903889517918e-07	0.332539502934428
APBB2	APBB2	APBB2	0.395794619370941	9.13068799936273e-11	0.418652488707081
PTPRN2	PTPRN2	PTPRN2	0.120188999882429	0.0582411610694232	0.120772794067929
CHID1	CHID1	CHID1	0.4140575010994	9.8357859770789e-12	0.440498425584255
CTSK	CTSK	CTSK	0.175530166785719	0.00547823366368025	0.177366988617864
KPNA2	KPNA2	KPNA2	0.364292583560939	3.13556715364208e-09	0.381826449516259
HDAC7	HDAC7	HDAC7	0.614357069864303	3.13144118239916e-27	0.715890083680131
MYO6	MYO6	MYO6	0.182835888054395	0.00379125280381635	0.184915091511958
LY6E	LY6E	LY6E	0.251062357295034	6.17256455891185e-05	0.256546314598981
ORC4	ORC4	ORC4	0.561792876730983	4.09050097084452e-22	0.635449018752452
COX6A1P2	COX6A1P2	COX6A1P2	-0.117521883909552	0.0640898717780737	-0.11806745917202
KATNBL1	KATNBL1	KATNBL1	0.56978423684693	7.80515414532962e-23	0.647203301261458
PCGF6	PCGF6	PCGF6	0.410582406172298	1.51879133231792e-11	0.436311515925209
MTMR9LP	MTMR9LP	MTMR9LP	0.220794247166607	0.000448173105760937	0.22449090643557
PPCDC	PPCDC	PPCDC	0.37217556967872	1.3405181763587e-09	0.390946104253869
ARRDC1	ARRDC1	ARRDC1	0.340256185133418	3.64301121604339e-08	0.354382228616559
CEP192	CEP192	CEP192	0.503499289053101	2.07258717844825e-17	0.553982807082898
WDR41	WDR41	WDR41	0.515984803064856	2.41954267032873e-18	0.570852118469243
ENTPD6	ENTPD6	ENTPD6	0.384596340894965	3.35197610770442e-10	0.4054427583784
CPQ	CPQ	CPQ	0.363774531979264	3.31299845825443e-09	0.381229257810754
